Name,Type_of_Utility,Number_of_Ratings,Rating,Longitude,Latitude,nearest_station,اسم المحطة,geometry,neighborhood,English_name,Final Station,Path,Duration(m)
تسالي حواري,meal_takeaway,634.0,4.2,46.6968647,24.7308947,King Salman Park,حديقة الملك سلمان,POINT (46.6968647 24.7308947),حي المرسلات,TASALI HAWARI,حديقة الملك سلمان,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة stc انتقل إلى المسار الأحمر، بعدها في محطة وزارة التعليم انتقل إلى المسار الأخضر،  وأخرج عند محطة حديقة الملك سلمان.,47
,restaurant,4440.0,4.5,46.6732269,24.7223534,Al Wurud 2,الورود 2,POINT (46.6732269 24.7223534),حي الجزيرة,Yawmiyat By Dalal,الورود 2,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة الورود 2.,36
,restaurant,3289.0,4.1,46.6841285,24.6907541,King Fahd Library,مكتبة الملك فهد,POINT (46.6841285 24.6907541),حي العليا,La Petite Maison,مكتبة الملك فهد,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة مكتبة الملك فهد.,42
,restaurant,7.0,4.3,46.8138566,24.724155,As Salam,السلام,POINT (46.8138566 24.724155),حي النسيم الغربي,Bangladesh Restaurant,السلام,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، وأخرج عند محطة السلام.,39
حجازى منتو,restaurant,42.0,4.1,46.7934096,24.6945663,Harun Ar Rashid Road,طريق هارون الرشيد,POINT (46.7934096 24.6945663),حي الروابي,,طريق هارون الرشيد,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة النسيم انتقل إلى المسار البرتقالي ،وأخرج عند محطة طريق هارون الرشيد.,48
بوفية اشراقه للاكلات المصري,restaurant,11.0,4.2,46.7250389,24.6164243,Skirinah,سكيرينة,POINT (46.7250389 24.6164243),حي منفوحة الجديدة,,سكيرينة,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة سكيرينة.,58
منارة الكباب,restaurant,83.0,4.1,46.7033144,24.6170308,Al Jarradiyah,الجرادية,POINT (46.7033144 24.6170308),منتزه سلام,,الجرادية,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة قصر الحكم انتقل إلى المسار البرتقالي، وأخرج عند محطة الجرادية.,67
,restaurant,98.0,3.8,46.7840566,24.7780476,Al Hamra,الحمراء,POINT (46.7840566 24.7780476),حي اشبيلية,NAGM SHAWARMA,الحمراء,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، وأخرج عند محطة الحمراء.,30
,restaurant,422.0,3.6,46.719423,24.7562274,Riyadh Exhibition Center,مركز الرياض للمعارض,POINT (46.719423 24.7562274),حي النزهة,Jan Burger,مركز الرياض للمعارض,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة الحمراء انتقل إلى المسار الأحمر، وأخرج عند محطة مركز الرياض للمعارض.,39
,meal_takeaway,194.0,3.4,46.7757079,24.7845097,Al Hamra,الحمراء,POINT (46.7757079 24.7845097),حي اشبيلية,Bufeah Ayshah,الحمراء,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، وأخرج عند محطة الحمراء.,30
مصقعة و سلطة,restaurant,1825.0,4.4,46.7840372,24.6810692,Al Rajhi Grand Mosque,جامع الراجحي,POINT (46.7840372 24.6810692),حي الروابي,,جامع الراجحي,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة النسيم انتقل إلى المسار البرتقالي ،وأخرج عند محطة جامع الراجحي.,51
,restaurant,429.0,4.1,46.6772555,24.7140689,Al Urubah,العروبة,POINT (46.6772555 24.7140689),حي الجزيرة,Lorenzo Pizza,العروبة,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة العروبة.,37
مطعم بخاري,restaurant,137.0,4.0,46.7291339,24.6067643,Manfouhah,منفوحة,POINT (46.7291339 24.6067643),حي منفوحة,,منفوحة,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة منفوحة.,59
,restaurant,35.0,4.7,46.7681943,24.786904,Al Yarmuk,اليرموك,POINT (46.7681943 24.786904),حي اشبيلية,CORNSTER Street Corn,اليرموك,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، وأخرج عند محطة اليرموك.,27
مطعم لؤلؤة الشام,restaurant,1233.0,4.3,46.696183,24.7114223,As Sulimaniyah,السليمانية,POINT (46.696183 24.7114223),مدينة الملك عبدالله للطاقة,,السليمانية,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة stc انتقل إلى المسار الأحمر، بعدها في محطة وزارة التعليم انتقل إلى المسار الأخضر،  وأخرج عند محطة السليمانية.,49
,restaurant,11.0,4.5,46.7491815,24.5975377,Transportation Center,مركز النقل العام,POINT (46.7491815 24.5975377),حي المنصورة,Al Aziziyah,مركز النقل العام,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة مركز النقل العام.,65
,restaurant,11.0,3.4,46.7279853,24.7869917,Granadia,غرناطية,POINT (46.7279853 24.7869917),حي الشهداء,Yogi,غرناطية,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، وأخرج عند محطة غرناطية.,20
جريش وتمن,restaurant,334.0,4.7,46.8005689,24.6879858,Harun Ar Rashid Road,طريق هارون الرشيد,POINT (46.8005689 24.6879858),حي الروابي,,طريق هارون الرشيد,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة النسيم انتقل إلى المسار البرتقالي ،وأخرج عند محطة طريق هارون الرشيد.,48
الفطيرة الدمشقية,bakery,354.0,4.1,46.7734465,24.5657116,Ad Dar Al Baida,الدار البيضاء,POINT (46.7734465 24.5657116),حي الدار البيضاء,,الدار البيضاء,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة الدار البيضاء.,78
,restaurant,624.0,3.8,46.783482,24.680764,Al Rajhi Grand Mosque,جامع الراجحي,POINT (46.783482 24.680764),حي الروابي,Subway,جامع الراجحي,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة النسيم انتقل إلى المسار البرتقالي ،وأخرج عند محطة جامع الراجحي.,51
الرياض المنفوحه,restaurant,1.0,5.0,46.7198747,24.6121024,Manfouhah,منفوحة,POINT (46.7198747 24.6121024),حي منفوحة الجديدة,,منفوحة,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة منفوحة.,59
شاورما الذ,meal_takeaway,145.0,4.3,46.7176823,24.6450618,National Museum,المتحف الوطني,POINT (46.7176823 24.6450618),حي العمل,best shawarma,المتحف الوطني,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة المتحف الوطني.,51
,restaurant,25.0,3.4,46.7088335,24.6705562,Al Muorabba,المربع,POINT (46.7088335 24.6705562),حي الوزارات,Tabbouleh Restaurant Broasted,المربع,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة المربع.,43
تسالي أريج,restaurant,7.0,3.7,46.7840056,24.7727048,Al Hamra,الحمراء,POINT (46.7840056 24.7727048),حي الحمراء,,الحمراء,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، وأخرج عند محطة الحمراء.,30
,restaurant,404.0,3.7,46.7246503,24.6663855,Ministry of Defence,وزارة الدفاع,POINT (46.7246503 24.6663855),حي الملز,AlKhafeef,وزارة الدفاع,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة المتحف الوطني انتقل إلى المسار الأخضر، وأخرج عند محطة وزارة الدفاع.,61
مطاعم ركن هاشم المحمدية,restaurant,2123.0,4.0,46.6484223,24.7216678,KACST,المدينة التقنية,POINT (46.6484223 24.7216678),حي الرحمانية,Hashem Rest Muhamadiya,المدينة التقنية,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة stc انتقل إلى المسار الأحمر، وأخرج عند محطة المدينة التقنية.,43
,restaurant,5496.0,4.2,46.6788305,24.694002,Bank Al Bilad,بنك البلاد,POINT (46.6788305 24.694002),حي العليا,PORTERHOUSE,بنك البلاد,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة بنك البلاد.,40
,restaurant,6.0,3.0,46.7676391,24.7929442,Al Yarmuk,اليرموك,POINT (46.7676391 24.7929442),حي اشبيلية,Nutella VOX,اليرموك,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، وأخرج عند محطة اليرموك.,27
,restaurant,182.0,3.9,46.6789693,24.7430608,King Abdulaziz Road,طريق الملك عبدالعزيز,POINT (46.6789693 24.7430608),حي الورود,Herfy,طريق الملك عبدالعزيز,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة stc انتقل إلى المسار الأحمر، وأخرج عند محطة طريق الملك عبدالعزيز.,41
خالد سعود مهوس التميمي للوجبات السريعه,restaurant,6.0,5.0,46.7037023,24.631044,Courts Complex,مجمع المحاكم,POINT (46.7037023 24.631044),حي ام سليم,,مجمع المحاكم,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة قصر الحكم انتقل إلى المسار البرتقالي، وأخرج عند محطة مجمع المحاكم.,65
,restaurant,309.0,3.9,46.7236311,24.7455023,Riyadh Exhibition Center,مركز الرياض للمعارض,POINT (46.7236311 24.7455023),حي صلاح الدين,Redbox restaurant,مركز الرياض للمعارض,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة الحمراء انتقل إلى المسار الأحمر، وأخرج عند محطة مركز الرياض للمعارض.,39
كبدة وكفتة,restaurant,425.0,4.3,46.6811048,24.7264196,Al Wurud,الورود,POINT (46.6811048 24.7264196),حي الورود,,الورود,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة stc انتقل إلى المسار الأحمر، وأخرج عند محطة الورود.,39
سيتي ووك الرائد,restaurant,430.0,3.5,46.6335914,24.7131956,King Saud University,جامعة الملك سعود,POINT (46.6335914 24.7131956),حي الرائد,,جامعة الملك سعود,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة stc انتقل إلى المسار الأحمر، وأخرج عند محطة جامعة الملك سعود.,49
فلافل زرزور,restaurant,340.0,3.9,46.7981024,24.6839523,Harun Ar Rashid Road,طريق هارون الرشيد,POINT (46.7981024 24.6839523),حي الروابي,,طريق هارون الرشيد,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة النسيم انتقل إلى المسار البرتقالي ،وأخرج عند محطة طريق هارون الرشيد.,48
,restaurant,695.0,3.8,46.7260434,24.6619862,King Abdulaziz Hospital,مستشفى الملك عبدالعزيز,POINT (46.7260434 24.6619862),حي الملز,Shahi Bawarchi,مستشفى الملك عبدالعزيز,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة المتحف الوطني انتقل إلى المسار الأخضر، وأخرج عند محطة مستشفى الملك عبدالعزيز.,59
هرفي,meal_takeaway,2.0,1.0,46.6721875,24.7318125,Al Wurud,الورود,POINT (46.6721875 24.7318125),حي الورود,,الورود,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة stc انتقل إلى المسار الأحمر، وأخرج عند محطة الورود.,39
,restaurant,1088.0,3.6,46.6634911,24.7804529,Ar Rabi,الربيع,POINT (46.6634911 24.7804529),حي النفل,Wahid Fol,الربيع,اركب المترو من المحطة الحالية، وأخرج عند محطة الربيع.,16
شامي غازي العنزي للوجبات السريعة,restaurant,2.0,5.0,46.8511067,24.719418,Hassan Bin Thabit street,شارع حسان بن ثابت,POINT (46.8511067 24.719418),حي النسيم الغربي,,شارع حسان بن ثابت,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة النسيم انتقل إلى المسار البرتقالي ،وأخرج عند محطة شارع حسان بن ثابت.,51
ঘরের খাবার রেস্টুরেন্ট,restaurant,15.0,4.4,46.7184722,24.6445,National Museum,المتحف الوطني,POINT (46.7184722 24.6445),حي العمل,,المتحف الوطني,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة المتحف الوطني.,51
,cafe,113.0,4.5,46.651589,24.746469,King Fahd District,حي الملك فهد,POINT (46.651589 24.746469),حي النخيل,Costa Coffee,حي الملك فهد,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة حي الملك فهد.,28
2,restaurant,8.0,4.3,46.7292974,24.597478,Al Iman Hospital,مستشفى الإيمان,POINT (46.7292974 24.597478),حي منفوحة,DINA Restaurant,مستشفى الإيمان,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة مستشفى الإيمان.,62
,restaurant,4.0,2.3,46.7674946,24.7932428,Al Yarmuk,اليرموك,POINT (46.7674946 24.7932428),حي اشبيلية,Pastaleeni,اليرموك,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، وأخرج عند محطة اليرموك.,27
عافيه النسيم,meal_takeaway,55.0,3.8,46.8153951,24.7246845,As Salam,السلام,POINT (46.8153951 24.7246845),حي النسيم الغربي,,السلام,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، وأخرج عند محطة السلام.,39
مطعم منسف,restaurant,417.0,4.2,46.6975631,24.7113729,As Sulimaniyah,السليمانية,POINT (46.6975631 24.7113729),مدينة الملك عبدالله للطاقة,,السليمانية,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة stc انتقل إلى المسار الأحمر، بعدها في محطة وزارة التعليم انتقل إلى المسار الأخضر،  وأخرج عند محطة السليمانية.,49
هوكو,restaurant,15.0,3.1,46.7103827,24.6574973,Passport Department,الجوازات,POINT (46.7103827 24.6574973),حي المربع,,الجوازات,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة الجوازات.,48
.,restaurant,7.0,4.4,46.8422385,24.7922729,King Fahad Sport City,مدينة الملك فهد الرياضية,POINT (46.8422385 24.7922729),حي المعيزلة,RED FOOD STREET,مدينة الملك فهد الرياضية,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة الحمراء انتقل إلى المسار الأحمر، وأخرج عند محطة مدينة الملك فهد الرياضية.,42
,restaurant,1.0,5.0,46.6967882,24.6256495,Al Jarradiyah,الجرادية,POINT (46.6967882 24.6256495),حي الشميسي,Rahmatullah,الجرادية,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة قصر الحكم انتقل إلى المسار البرتقالي، وأخرج عند محطة الجرادية.,67
بوفية حماد خشم عودة الشمري,restaurant,57.0,3.5,46.7342011,24.6042461,Al Iman Hospital,مستشفى الإيمان,POINT (46.7342011 24.6042461),حي منفوحة,,مستشفى الإيمان,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة مستشفى الإيمان.,62
,cafe,337.0,3.8,46.7674751,24.5904613,Al Aziziah,العزيزية,POINT (46.7674751 24.5904613),حي العزيزية,The Coffee Address,العزيزية,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة العزيزية.,71
قاع البحار للأسماك,restaurant,50.0,3.9,46.7092724,24.6506296,Ministry of Finance,وزارة المالية,POINT (46.7092724 24.6506296),حي الوشام,,وزارة المالية,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة المتحف الوطني انتقل إلى المسار الأخضر، وأخرج عند محطة وزارة المالية.,57
شا شاورما الملك فيصل,restaurant,364.0,4.4,46.7829943,24.7525917,Al Andalus,الأندلس,POINT (46.7829943 24.7525917),حي المنار,,الأندلس,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، وأخرج عند محطة الأندلس.,32
قرية الأسماك,restaurant,722.0,4.0,46.7191197,24.6197242,Al Owd,العود,POINT (46.7191197 24.6197242),حي البطيحا,,العود,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة العود.,57
مطعم تكتوكة,restaurant,66.0,4.8,46.6734866,24.7006381,Alinma Bank,مصرف الإنماء,POINT (46.6734866 24.7006381),حي الزهور,taktoka,مصرف الإنماء,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة مصرف الإنماء.,39
هوا دمشق,restaurant,44.0,4.9,46.6940424,24.7106875,As Sulimaniyah,السليمانية,POINT (46.6940424 24.7106875),مدينة الملك عبدالله للطاقة,,السليمانية,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة stc انتقل إلى المسار الأحمر، بعدها في محطة وزارة التعليم انتقل إلى المسار الأخضر،  وأخرج عند محطة السليمانية.,49
طبوقي,restaurant,50.0,5.0,46.7046297,24.7009444,Ad Dhabab,الضباب,POINT (46.7046297 24.7009444),حي الملك عبدالعزيز,,الضباب,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة stc انتقل إلى المسار الأحمر، بعدها في محطة وزارة التعليم انتقل إلى المسار الأخضر،  وأخرج عند محطة الضباب.,51
حكاية,restaurant,140.0,4.9,46.7019301,24.7318487,King Salman Park,حديقة الملك سلمان,POINT (46.7019301 24.7318487),حي المرسلات,COWBOY,حديقة الملك سلمان,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة stc انتقل إلى المسار الأحمر، بعدها في محطة وزارة التعليم انتقل إلى المسار الأخضر،  وأخرج عند محطة حديقة الملك سلمان.,47
بوفيه شتاء نجد,restaurant,1.0,5.0,46.8554422,24.72601,Khashm Al An,خشم العان,POINT (46.8554422 24.72601),حي النسيم الشرقي,,خشم العان,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة النسيم انتقل إلى المسار البرتقالي ،وأخرج عند محطة خشم العان.,53
,restaurant,141.0,4.1,46.7104826,24.6588518,Passport Department,الجوازات,POINT (46.7104826 24.6588518),حي المربع,Boofiyah Best Liver,الجوازات,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة الجوازات.,48
مطعم طاهي العرب,meal_takeaway,8.0,2.6,46.7243359,24.6029902,Manfouhah,منفوحة,POINT (46.7243359 24.6029902),حي منفوحة,,منفوحة,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة منفوحة.,59
بوفية شعبيات صلاله,restaurant,49.0,3.6,46.7650645,24.5809069,Al Aziziah,العزيزية,POINT (46.7650645 24.5809069),حي الدار البيضاء,,العزيزية,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة العزيزية.,71
,meal_delivery,1011.0,4.1,46.6699823,24.7294679,stc,stc,POINT (46.6699823 24.7294679),حي الورود,Maestro Pizza,stc,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة stc.,36
,restaurant,2.0,5.0,46.804813,24.738948,Khurais Road,طريق خريص,POINT (46.804813 24.738948),حي المنار,Mc villa,طريق خريص,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، وأخرج عند محطة طريق خريص.,35
فول وفلافل,restaurant,207.0,4.0,46.6947846,24.6248097,Al Jarradiyah,الجرادية,POINT (46.6947846 24.6248097),حي الشميسي,,الجرادية,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة قصر الحكم انتقل إلى المسار البرتقالي، وأخرج عند محطة الجرادية.,67
,restaurant,287.0,4.5,46.7072783,24.631129,Courts Complex,مجمع المحاكم,POINT (46.7072783 24.631129),حي القرى,Irth Cafe and Store,مجمع المحاكم,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة قصر الحكم انتقل إلى المسار البرتقالي، وأخرج عند محطة مجمع المحاكم.,65
,restaurant,680.0,4.6,46.6829353,24.6882538,King Fahd Library,مكتبة الملك فهد,POINT (46.6829353 24.6882538),حي العليا,Wadi El Nile Restaurant,مكتبة الملك فهد,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة مكتبة الملك فهد.,42
بوفية مود مشتاق,restaurant,46.0,4.5,46.6391954,24.606447,Aishah bint Abi Bakr st.,شارع عائشة بنت أبي بكر,POINT (46.6391954 24.606447),حي البديعة,,شارع عائشة بنت أبي بكر,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة قصر الحكم انتقل إلى المسار البرتقالي، وأخرج عند محطة شارع عائشة بنت أبي بكر.,75
شاميات نجوا,restaurant,33.0,3.8,46.7224502,24.6796829,Al Wizarat,الوزارات,POINT (46.7224502 24.6796829),حي الضباط,,الوزارات,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة المتحف الوطني انتقل إلى المسار الأخضر، وأخرج عند محطة الوزارات,62
بوفية العتيبي,restaurant,36.0,3.5,46.8476626,24.7107997,Hassan Bin Thabit street,شارع حسان بن ثابت,POINT (46.8476626 24.7107997),حي النسيم الغربي,,شارع حسان بن ثابت,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة النسيم انتقل إلى المسار البرتقالي ،وأخرج عند محطة شارع حسان بن ثابت.,51
مطعم ولائم نجدية,restaurant,8.0,3.1,46.7809632,24.7697134,Al Hamra,الحمراء,POINT (46.7809632 24.7697134),حي الحمراء,,الحمراء,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، وأخرج عند محطة الحمراء.,30
فوال شموع الارياف,restaurant,246.0,4.8,46.7336257,24.6054453,Al Iman Hospital,مستشفى الإيمان,POINT (46.7336257 24.6054453),حي منفوحة,,مستشفى الإيمان,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة مستشفى الإيمان.,62
,restaurant,238.0,4.1,46.8491875,24.7133125,Hassan Bin Thabit street,شارع حسان بن ثابت,POINT (46.8491875 24.7133125),حي النسيم الغربي,Bareeq Almaidah Albukhari Restaurants,شارع حسان بن ثابت,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة النسيم انتقل إلى المسار البرتقالي ،وأخرج عند محطة شارع حسان بن ثابت.,51
فوال النجار,restaurant,149.0,4.3,46.705556,24.6576251,Passport Department,الجوازات,POINT (46.705556 24.6576251),حي المربع,,الجوازات,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة الجوازات.,48
,restaurant,1142.0,4.0,46.6988654,24.6773197,Ministry of Interior,وزارة الداخلية,POINT (46.6988654 24.6773197),حي الوزارات,Maqlubat Aldaar,وزارة الداخلية,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة وزارة الداخلية.,46
,store,47.0,3.4,46.7044816,24.9586128,Airport  T3-4,الصالة 3-4,POINT (46.7044816 24.9586128),مطار الملك خالد,What the Crepe,الصالة 3-4,اركب المترو من المحطة الحالية، وأخرج عند محطة الصالة 3-4.,14
,restaurant,60.0,4.0,46.6579916,24.7890965,Ar Rabi,الربيع,POINT (46.6579916 24.7890965),حي الربيع,le gourmet chef,الربيع,اركب المترو من المحطة الحالية، وأخرج عند محطة الربيع.,16
مطعم سمرقندي,restaurant,85.0,4.2,46.7643621,24.581135,Al Aziziah,العزيزية,POINT (46.7643621 24.581135),حي العزيزية,,العزيزية,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة العزيزية.,71
مطعم الشطيرة المختصة,restaurant,21.0,4.1,46.6355632,24.8114419,Dr. Sulaiman Al Habib,د.سليمان الحبيب,POINT (46.6355632 24.8114419),حي الصحافة,,د.سليمان الحبيب,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة د.سليمان الحبيب.,28
,restaurant,125.0,3.8,46.7132029,24.6984147,Officers Club,نادي الضباط,POINT (46.7132029 24.6984147),حي الملك عبدالعزيز,Meghna Bofiya,نادي الضباط,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة stc انتقل إلى المسار الأحمر، بعدها في محطة وزارة التعليم انتقل إلى المسار الأخضر،  وأخرج عند محطة نادي الضباط.,55
,restaurant,607.0,4.4,46.6984666,24.7123616,As Sulimaniyah,السليمانية,POINT (46.6984666 24.7123616),مدينة الملك عبدالله للطاقة,Lolivo,السليمانية,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة stc انتقل إلى المسار الأحمر، بعدها في محطة وزارة التعليم انتقل إلى المسار الأخضر،  وأخرج عند محطة السليمانية.,49
مطعم بطه للأكلات المصريه,restaurant,30.0,3.5,46.7189939,24.6111865,Manfouhah,منفوحة,POINT (46.7189939 24.6111865),حي منفوحة الجديدة,,منفوحة,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة منفوحة.,59
