Name,Type_of_Utility,Number_of_Ratings,Rating,Longitude,Latitude,nearest_station,اسم المحطة,geometry,neighborhood,English_name,Final Station,Path,Duration(m)
,restaurant,352.0,4.0,46.7111632,24.6784756,Al Wizarat,الوزارات,POINT (46.7111632 24.6784756),حي الوزارات,Delicious,الوزارات,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة المتحف الوطني انتقل إلى المسار الأخضر، وأخرج عند محطة الوزارات,62
,restaurant,142.0,4.9,46.6448125,24.7263125,KACST,المدينة التقنية,POINT (46.6448125 24.7263125),حي الملك فيصل,Edamame Sultan,المدينة التقنية,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة stc انتقل إلى المسار الأحمر، وأخرج عند محطة المدينة التقنية.,43
,cafe,104.0,4.4,46.7044713,24.9566184,Airport  T3-4,الصالة 3-4,POINT (46.7044713 24.9566184),مطار الملك خالد,Tim Hortons,الصالة 3-4,اركب المترو من المحطة الحالية، وأخرج عند محطة الصالة 3-4.,14
مطاعم شواية كذا,restaurant,84.0,4.7,46.7630693,24.5830315,Al Aziziah,العزيزية,POINT (46.7630693 24.5830315),حي العزيزية,,العزيزية,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة العزيزية.,71
,restaurant,7.0,4.6,46.7134317,24.6878525,GOSI,التأمينات الاجتماعية,POINT (46.7134317 24.6878525),حي الضباط,QuickBites,التأمينات الاجتماعية,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة stc انتقل إلى المسار الأحمر، بعدها في محطة وزارة التعليم انتقل إلى المسار الأخضر،  وأخرج عند محطة التأمينات الاجتماعية.,57
,restaurant,5.0,3.6,46.7282951,24.7870739,Granadia,غرناطية,POINT (46.7282951 24.7870739),حي الشهداء,RAWK,غرناطية,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، وأخرج عند محطة غرناطية.,20
ابوجبارة,restaurant,1533.0,4.0,46.8160335,24.7249076,As Salam,السلام,POINT (46.8160335 24.7249076),حي النسيم الغربي,Abu Jbara Restaurant,السلام,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، وأخرج عند محطة السلام.,39
لقمة الطاهي,restaurant,16.0,4.5,46.7531047,24.6751781,Jarir District,حي جرير,POINT (46.7531047 24.6751781),حي جرير,Chef's Bite,حي جرير,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة النسيم انتقل إلى المسار البرتقالي ،وأخرج عند محطة حي جرير.,53
مطعم قصر السندباد,restaurant,362.0,4.0,46.7281203,24.606256,Manfouhah,منفوحة,POINT (46.7281203 24.606256),حي منفوحة,,منفوحة,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة منفوحة.,59
,restaurant,11.0,4.6,46.7184652,24.6459834,National Museum,المتحف الوطني,POINT (46.7184652 24.6459834),حي العمل,aling ynasal,المتحف الوطني,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة المتحف الوطني.,51
&,restaurant,3645.0,4.1,46.7703841,24.6767493,Al Rajhi Grand Mosque,جامع الراجحي,POINT (46.7703841 24.6767493),حي جرير,Ar-Rabwah Restaurants Kitchens,جامع الراجحي,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة النسيم انتقل إلى المسار البرتقالي ،وأخرج عند محطة جامع الراجحي.,51
بوفيه زهرة حياتنا,restaurant,7.0,4.4,46.6900388,24.6159603,Sultanah,سلطانة,POINT (46.6900388 24.6159603),حي الجرادية,,سلطانة,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة قصر الحكم انتقل إلى المسار البرتقالي، وأخرج عند محطة سلطانة.,70
فلافل العز,restaurant,76.0,3.9,46.7555121,24.7586035,Khalid Bin Alwaleed Road,طريق خالد بن الوليد,POINT (46.7555121 24.7586035),حي القدس,,طريق خالد بن الوليد,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة الحمراء انتقل إلى المسار الأحمر، وأخرج عند محطة طريق خالد بن الوليد.,34
,restaurant,1274.0,4.4,46.6794823,24.7206918,Al Wurud 2,الورود 2,POINT (46.6794823 24.7206918),حي الجزيرة,New Anarkali Indian Restaurant,الورود 2,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة الورود 2.,36
فوال ومطبق وتميس المطلق,restaurant,182.0,3.6,46.7984709,24.6833042,Harun Ar Rashid Road,طريق هارون الرشيد,POINT (46.7984709 24.6833042),حي الروابي,,طريق هارون الرشيد,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة النسيم انتقل إلى المسار البرتقالي ،وأخرج عند محطة طريق هارون الرشيد.,48
,restaurant,1.0,2.0,46.7662436,24.7702449,Khalid Bin Alwaleed Road,طريق خالد بن الوليد,POINT (46.7662436 24.7702449),حي الحمراء,Walayam,طريق خالد بن الوليد,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة الحمراء انتقل إلى المسار الأحمر، وأخرج عند محطة طريق خالد بن الوليد.,34
,restaurant,1771.0,4.6,46.7303615,24.7809496,Granadia,غرناطية,POINT (46.7303615 24.7809496),حي الشهداء,Nando's Granada Mall,غرناطية,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، وأخرج عند محطة غرناطية.,20
بوفية الحارثي,restaurant,8.0,3.9,46.8543915,24.7077653,Hassan Bin Thabit street,شارع حسان بن ثابت,POINT (46.8543915 24.7077653),حي النسيم الغربي,,شارع حسان بن ثابت,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة النسيم انتقل إلى المسار البرتقالي ،وأخرج عند محطة شارع حسان بن ثابت.,51
,restaurant,174.0,4.7,46.6777259,24.7240675,Al Wurud 2,الورود 2,POINT (46.6777259 24.7240675),حي الورود,Tawouk King,الورود 2,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة الورود 2.,36
كشري شيخ البلد,restaurant,1.0,5.0,46.7243951,24.6183935,Skirinah,سكيرينة,POINT (46.7243951 24.6183935),حي البطيحا,,سكيرينة,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة سكيرينة.,58
,meal_takeaway,790.0,3.9,46.699576,24.7958716,Uthman Bin Affan Rd.,طريق عثمان بن عفان,POINT (46.699576 24.7958716),حي الفلاح,Maestro Pizza,طريق عثمان بن عفان,اركب المترو من المحطة الحالية، وأخرج عند محطة عثمان بن عفان.,13
بيت الحجاز,restaurant,1.0,5.0,46.687999,24.6865661,King Fahd Library,مكتبة الملك فهد,POINT (46.687999 24.6865661),حي العليا,,مكتبة الملك فهد,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة مكتبة الملك فهد.,42
,restaurant,3178.0,4.0,46.7104115,24.6650893,Al Muorabba,المربع,POINT (46.7104115 24.6650893),حي المربع,Red Chilli Restaurant,المربع,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة المربع.,43
,restaurant,64.0,4.1,46.7107913,24.6711908,Ministry of Defence,وزارة الدفاع,POINT (46.7107913 24.6711908),حي الوزارات,Shapla Restaurant,وزارة الدفاع,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة المتحف الوطني انتقل إلى المسار الأخضر، وأخرج عند محطة وزارة الدفاع.,61
,restaurant,1.0,1.0,46.705148,24.956052,Airport  T3-4,الصالة 3-4,POINT (46.705148 24.956052),مطار الملك خالد,Igsawa,الصالة 3-4,اركب المترو من المحطة الحالية، وأخرج عند محطة الصالة 3-4.,14
,cafe,572.0,4.9,46.6569192,24.7943006,Ar Rabi,الربيع,POINT (46.6569192 24.7943006),حي الربيع,bez obareq,الربيع,اركب المترو من المحطة الحالية، وأخرج عند محطة الربيع.,16
